"","X","stockid","stocklong","year","value","metric","scientificname","commonname","areaname","common_noaa"
"2618",2618,"BMARLINATL","Blue marlin Atlantic",1959,0.219475894,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2619",2619,"BMARLINATL","Blue marlin Atlantic",1960,0.741340797,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2620",2620,"BMARLINATL","Blue marlin Atlantic",1961,1.112011196,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2621",2621,"BMARLINATL","Blue marlin Atlantic",1962,2.080956625,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2622",2622,"BMARLINATL","Blue marlin Atlantic",1963,2.845057885,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2623",2623,"BMARLINATL","Blue marlin Atlantic",1964,2.861315359,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2624",2624,"BMARLINATL","Blue marlin Atlantic",1965,2.471135992,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2625",2625,"BMARLINATL","Blue marlin Atlantic",1966,1.690777257,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2626",2626,"BMARLINATL","Blue marlin Atlantic",1967,1.024220839,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2627",2627,"BMARLINATL","Blue marlin Atlantic",1968,1.146151891,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2628",2628,"BMARLINATL","Blue marlin Atlantic",1969,1.406271469,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2629",2629,"BMARLINATL","Blue marlin Atlantic",1970,1.324984101,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2630",2630,"BMARLINATL","Blue marlin Atlantic",1971,1.573723447,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2631",2631,"BMARLINATL","Blue marlin Atlantic",1972,1.144526143,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2632",2632,"BMARLINATL","Blue marlin Atlantic",1973,1.521699532,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2633",2633,"BMARLINATL","Blue marlin Atlantic",1974,1.48593309,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2634",2634,"BMARLINATL","Blue marlin Atlantic",1975,1.593232416,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2635",2635,"BMARLINATL","Blue marlin Atlantic",1976,1.204678796,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2636",2636,"BMARLINATL","Blue marlin Atlantic",1977,1.082747744,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2637",2637,"BMARLINATL","Blue marlin Atlantic",1978,0.804744945,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2638",2638,"BMARLINATL","Blue marlin Atlantic",1979,0.721831829,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2639",2639,"BMARLINATL","Blue marlin Atlantic",1980,0.837259892,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2640",2640,"BMARLINATL","Blue marlin Atlantic",1981,0.886032313,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2641",2641,"BMARLINATL","Blue marlin Atlantic",1982,1.142900396,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2642",2642,"BMARLINATL","Blue marlin Atlantic",1983,0.892535302,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2643",2643,"BMARLINATL","Blue marlin Atlantic",1984,1.175415343,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2644",2644,"BMARLINATL","Blue marlin Atlantic",1985,1.386762501,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2645",2645,"BMARLINATL","Blue marlin Atlantic",1986,0.868149092,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2646",2646,"BMARLINATL","Blue marlin Atlantic",1987,0.939681976,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2647",2647,"BMARLINATL","Blue marlin Atlantic",1988,1.19004707,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2648",2648,"BMARLINATL","Blue marlin Atlantic",1989,1.788322099,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2649",2649,"BMARLINATL","Blue marlin Atlantic",1990,1.983411783,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2650",2650,"BMARLINATL","Blue marlin Atlantic",1991,1.902124415,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2651",2651,"BMARLINATL","Blue marlin Atlantic",1992,1.463172627,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2652",2652,"BMARLINATL","Blue marlin Atlantic",1993,1.513570795,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2653",2653,"BMARLINATL","Blue marlin Atlantic",1994,2.032184204,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2654",2654,"BMARLINATL","Blue marlin Atlantic",1995,2.080956625,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2655",2655,"BMARLINATL","Blue marlin Atlantic",1996,2.763770517,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2656",2656,"BMARLINATL","Blue marlin Atlantic",1997,3.186464831,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2657",2657,"BMARLINATL","Blue marlin Atlantic",1998,3.49535683,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2658",2658,"BMARLINATL","Blue marlin Atlantic",1999,3.67418904,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2659",2659,"BMARLINATL","Blue marlin Atlantic",2000,3.950566092,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2660",2660,"BMARLINATL","Blue marlin Atlantic",2001,3.560386725,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2661",2661,"BMARLINATL","Blue marlin Atlantic",2002,3.218979779,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2662",2662,"BMARLINATL","Blue marlin Atlantic",2003,3.804248829,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2663",2663,"BMARLINATL","Blue marlin Atlantic",2004,2.682483149,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2664",2664,"BMARLINATL","Blue marlin Atlantic",2005,3.072662516,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2665",2665,"BMARLINATL","Blue marlin Atlantic",2006,2.828800411,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2666",2666,"BMARLINATL","Blue marlin Atlantic",2007,3.787991356,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2667",2667,"BMARLINATL","Blue marlin Atlantic",2008,4.340745459,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2668",2668,"BMARLINATL","Blue marlin Atlantic",2009,3.657931567,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2669",2669,"BMARLINATL","Blue marlin Atlantic",2010,3.901793671,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2670",2670,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1968,1.295454545,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2671",2671,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1969,1.363636364,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2672",2672,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1970,1.204545455,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2673",2673,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1971,0.681818182,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2674",2674,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1972,0.704545455,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2675",2675,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1973,0.863636364,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2676",2676,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1974,0.659090909,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2677",2677,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1975,0.977272727,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2678",2678,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1976,0.886363636,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2679",2679,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1977,1.113636364,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2680",2680,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1978,0.772727273,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2681",2681,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1979,0.590909091,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2682",2682,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1980,0.477272727,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2683",2683,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1981,0.431818182,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2684",2684,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1982,0.659090909,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2685",2685,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1983,1.159090909,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2686",2686,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1984,0.909090909,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2687",2687,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1985,0.909090909,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2688",2688,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1986,1.568181818,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2689",2689,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1987,1.25,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2690",2690,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1988,1.477272727,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2691",2691,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1989,1.477272727,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2692",2692,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1990,1.613636364,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2693",2693,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1991,1.909090909,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2694",2694,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1992,1.409090909,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2695",2695,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1993,1.795454545,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2696",2696,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1994,1.113636364,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2697",2697,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1995,2.045454545,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2698",2698,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1996,2.795454545,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2699",2699,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1997,2.477272727,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2700",2700,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1998,1.522727273,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2701",2701,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1999,1.454545455,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2702",2702,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",2000,2.386363636,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2703",2703,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",2001,2.931818182,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2704",2704,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",2002,1.340909091,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2705",2705,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",2003,0.931818182,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2706",2706,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",2004,0.659090909,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2707",2707,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",2005,0.545454545,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2708",2708,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",2006,0.613636364,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2709",2709,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",2007,0.659090909,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2710",2710,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",2008,0.590909091,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2711",2711,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",2009,0.613636364,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2712",2712,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",2010,0.772727273,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2713",2713,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",2011,0.477272727,"F/Fmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"2714",2714,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",1989,0.160493827,"F/Fmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"2715",2715,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",1990,0.037037037,"F/Fmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"2716",2716,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",1991,0.135802469,"F/Fmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"2717",2717,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",1992,0.12345679,"F/Fmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"2718",2718,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",1993,0.185185185,"F/Fmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"2719",2719,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",1994,0.172839506,"F/Fmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"2720",2720,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",1995,0.135802469,"F/Fmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"2721",2721,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",1996,0.074074074,"F/Fmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"2722",2722,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",1997,0.049382716,"F/Fmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"2723",2723,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",1998,0.098765432,"F/Fmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"2724",2724,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",1999,0.148148148,"F/Fmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"2725",2725,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",2000,0.111111111,"F/Fmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"2726",2726,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",2001,0.111111111,"F/Fmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"2727",2727,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",2002,0.049382716,"F/Fmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"2728",2728,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",2003,0.037037037,"F/Fmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"2729",2729,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",2004,0.024691358,"F/Fmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"2730",2730,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",2005,0.024691358,"F/Fmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"2731",2731,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",2006,0.024691358,"F/Fmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"2732",2732,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",2007,0.012345679,"F/Fmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"2733",2733,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",2008,0.024691358,"F/Fmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"2734",2734,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",2009,0.024691358,"F/Fmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"2735",2735,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",2010,0.086419753,"F/Fmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"2736",2736,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",2011,0.037037037,"F/Fmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"2737",2737,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",2012,0.024691358,"F/Fmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"2738",2738,"CODGB","Atlantic cod Georges Bank",1978,2.238888889,"F/Fmsy","Gadus morhua","Atlantic cod","Georges Bank","atlantic cod"
"2739",2739,"CODGB","Atlantic cod Georges Bank",1979,2.261111111,"F/Fmsy","Gadus morhua","Atlantic cod","Georges Bank","atlantic cod"
"2740",2740,"CODGB","Atlantic cod Georges Bank",1980,2.883333333,"F/Fmsy","Gadus morhua","Atlantic cod","Georges Bank","atlantic cod"
"2741",2741,"CODGB","Atlantic cod Georges Bank",1981,2.838888889,"F/Fmsy","Gadus morhua","Atlantic cod","Georges Bank","atlantic cod"
"2742",2742,"CODGB","Atlantic cod Georges Bank",1982,3.833333333,"F/Fmsy","Gadus morhua","Atlantic cod","Georges Bank","atlantic cod"
"2743",2743,"CODGB","Atlantic cod Georges Bank",1983,3.761111111,"F/Fmsy","Gadus morhua","Atlantic cod","Georges Bank","atlantic cod"
"2744",2744,"CODGB","Atlantic cod Georges Bank",1984,3.45,"F/Fmsy","Gadus morhua","Atlantic cod","Georges Bank","atlantic cod"
"2745",2745,"CODGB","Atlantic cod Georges Bank",1985,4.788888889,"F/Fmsy","Gadus morhua","Atlantic cod","Georges Bank","atlantic cod"
"2746",2746,"CODGB","Atlantic cod Georges Bank",1986,3.216666667,"F/Fmsy","Gadus morhua","Atlantic cod","Georges Bank","atlantic cod"
"2747",2747,"CODGB","Atlantic cod Georges Bank",1987,3.038888889,"F/Fmsy","Gadus morhua","Atlantic cod","Georges Bank","atlantic cod"
"2748",2748,"CODGB","Atlantic cod Georges Bank",1988,3.544444444,"F/Fmsy","Gadus morhua","Atlantic cod","Georges Bank","atlantic cod"
"2749",2749,"CODGB","Atlantic cod Georges Bank",1989,3.022222222,"F/Fmsy","Gadus morhua","Atlantic cod","Georges Bank","atlantic cod"
"2750",2750,"CODGB","Atlantic cod Georges Bank",1990,4.05,"F/Fmsy","Gadus morhua","Atlantic cod","Georges Bank","atlantic cod"
"2751",2751,"CODGB","Atlantic cod Georges Bank",1991,4.95,"F/Fmsy","Gadus morhua","Atlantic cod","Georges Bank","atlantic cod"
"2752",2752,"CODGB","Atlantic cod Georges Bank",1992,4.733333333,"F/Fmsy","Gadus morhua","Atlantic cod","Georges Bank","atlantic cod"
"2753",2753,"CODGB","Atlantic cod Georges Bank",1993,5.194444444,"F/Fmsy","Gadus morhua","Atlantic cod","Georges Bank","atlantic cod"
"2754",2754,"CODGB","Atlantic cod Georges Bank",1994,6.111111111,"F/Fmsy","Gadus morhua","Atlantic cod","Georges Bank","atlantic cod"
"2755",2755,"CODGB","Atlantic cod Georges Bank",1995,3.794444444,"F/Fmsy","Gadus morhua","Atlantic cod","Georges Bank","atlantic cod"
"2756",2756,"CODGB","Atlantic cod Georges Bank",1996,3.333333333,"F/Fmsy","Gadus morhua","Atlantic cod","Georges Bank","atlantic cod"
"2757",2757,"CODGB","Atlantic cod Georges Bank",1997,4.816666667,"F/Fmsy","Gadus morhua","Atlantic cod","Georges Bank","atlantic cod"
"2758",2758,"CODGB","Atlantic cod Georges Bank",1998,4.411111111,"F/Fmsy","Gadus morhua","Atlantic cod","Georges Bank","atlantic cod"
"2759",2759,"CODGB","Atlantic cod Georges Bank",1999,4.227777778,"F/Fmsy","Gadus morhua","Atlantic cod","Georges Bank","atlantic cod"
